,edit_count,sentiment,neg_sentiment
2013-01-10,3.066666666666667,-0.19712139463046846,0.3612713675213675
2013-01-11,3.6,-0.19257662738978523,0.3737713675213675
2013-01-12,3.6,-0.19257662738978523,0.3737713675213675
2013-01-13,3.6333333333333333,-0.16007553384323575,0.3737713675213675
2013-01-14,3.6666666666666665,-0.12805611933886665,0.3737713675213675
2013-01-15,3.6666666666666665,-0.12805611933886665,0.3737713675213675
2013-01-16,3.6666666666666665,-0.12805611933886665,0.3737713675213675
2013-01-17,3.6,-0.12160673186798551,0.35710470085470086
2013-01-18,3.6333333333333333,-0.1548893873455093,0.3904380341880342
2013-01-19,3.5,-0.13446125582476118,0.36543803418803417
2013-01-20,3.466666666666667,-0.1318830575772755,0.36543803418803417
2013-01-21,3.533333333333333,-0.13210327885832712,0.38210470085470083
2013-01-22,3.5,-0.09894610705262746,0.3487713675213675
2013-01-23,4.933333333333334,-0.10452097905659677,0.36892640628105744
2013-01-24,5.166666666666667,-0.13056040799459956,0.40225973961439077
2013-01-25,6.466666666666667,-0.12547369391798216,0.3990851364397876
2013-01-26,6.633333333333334,-0.1692478702241769,0.4213073586620098
2013-01-27,7.466666666666667,-0.16631066999580366,0.4359740253286765
2013-01-28,8.966666666666667,-0.18013794516602394,0.4596777290323802
2013-01-29,9.333333333333334,-0.17670863256840236,0.4748292441838953
2013-01-30,9.4,-0.1784761612877746,0.4748292441838953
2013-01-31,9.466666666666667,-0.1747848138476908,0.4748292441838953
2013-02-01,9.2,-0.16555492160374916,0.453995910850562
2013-02-02,8.333333333333334,-0.16551405727062082,0.43732924418389535
2013-02-03,7.833333333333333,-0.1372894597718463,0.422745910850562
2013-02-04,7.9,-0.1374806873668577,0.4394125775172287
2013-02-05,7.833333333333333,-0.10434726999892252,0.40607924418389535
2013-02-06,8.066666666666666,-0.09540433946057725,0.40260702196167314
2013-02-07,8.033333333333333,-0.12790367268328437,0.40260702196167314
2013-02-08,9.733333333333333,-0.10086106716551795,0.38850445785910903
2013-02-09,10.766666666666667,-0.10813751185489515,0.3927002620549132
2013-02-10,10.233333333333333,-0.11268227909557839,0.3802002620549132
2013-02-11,10.733333333333333,-0.11326608791503132,0.397978039832691
2013-02-12,10.833333333333334,-0.17614645694248696,0.4313113731660243
2013-02-13,11.333333333333334,-0.21200104514313559,0.4500613731660243
2013-02-14,11.366666666666667,-0.18082844376119792,0.4500613731660243
2013-02-15,11.633333333333333,-0.17537795488588828,0.4625613731660243
2013-02-16,12.333333333333334,-0.16165080083533376,0.47208518268983385
2013-02-17,12.533333333333333,-0.12659478739878924,0.45303756364221476
2013-02-18,12.733333333333333,-0.1500863908659888,0.48081534141999255
2013-02-19,13.233333333333333,-0.13689685675346988,0.4729722041650906
2013-02-20,13.2,-0.16987598948522545,0.4896388708317573
2013-02-21,13.366666666666667,-0.20310178372109072,0.5229722041650906
2013-02-22,12.266666666666667,-0.19390341999278923,0.516150498738734
2013-02-23,12.066666666666666,-0.20105854888051072,0.516150498738734
